Date,S&P500 (US),Nasdaq (US),FTSE100 (UK),DAX (Germany),CAC40 (France),Nikkei225 (Japan),HangSeng (HK),Shanghai (China),Nifty50 (India),Bovespa (Brazil),TSX (Canada),ASX200 (Australia),US Dollar (DXY),EUR/USD,GBP/USD,USD/JPY,WTI Crude,Brent Crude,Gold,Silver,Copper,VIX Fear,Bitcoin
2005-01-18,0.0096282709254362,0.0086459018834726,-0.0047153920098825,0.0012241199331517,-0.0016553745841157,-0.0055730255415371,-0.0012804488061545,0.0072085652491212,,-0.0175298703384371,0.0078028377738507,-0.0036614085854579,0.0036053765176104714,-0.0025417638930766416,0.0032369795924032056,0.0,,,,,,,
2005-01-19,-0.0095354229837625,-0.0155279784125276,-0.0011615810615988,-0.0012146890577307,-0.0015521662363156,-0.0015699539930015,0.0054547337844848,-0.0060125090832242,,0.0075269172563628,-0.0015775687907869,-0.0023167886119169,0.0028749165115832774,-0.0011448597807843745,0.004070254215404844,0.006336244891514424,-0.017304754313095073,,-0.00047273034240307815,-0.004528269318305714,0.007265179144739698,0.055374771123178394,
2005-01-20,-0.0078134416848636,-0.0134534298493951,-0.0036385982094194,-0.0059342693181318,-0.0068910966607853,-0.010627665591723,-0.0099213912846279,-0.0113222902076955,,-0.0276118709237007,-0.0034488144667323,-0.0041045720549134,0.002866675054475758,-0.003090005582806678,-0.0001684191748861207,0.004459955717237089,-0.013550903858818417,,-0.0014194611038371634,-0.01018786435970743,0.00515726317972605,0.048139587931291854,
2005-01-21,-0.0064354793204565,-0.0056909753889699,0.0005206110219901,-0.0015958923092254,0.0030532867780423,-0.0041201609034418,-0.0046306256225986,0.0246699782261618,,0.0087712462483824,-0.0002421016237952,0.0019554462200064,-0.006941909468818288,0.0027779770071502978,0.0035229217276777705,-0.007379411328407326,0.03395126917595981,,0.01012850085950762,0.03808551855957805,0.012608849805508023,0.03760639955169555,
2005-01-24,-0.0035340230516199,-0.0126493194306456,0.0019135585820708,-0.0028067113252259,-0.0014228359352258,0.0045383985991912,-0.0069993781883866,0.0171079368435407,,0.015828387773482,-0.0009468329223734,0.0002225688908043,-0.00024029156224853398,0.003072487096648495,0.0009014136541392228,-0.0002924000112449885,0.005753099770952839,,0.0004685606646720776,0.007037099826766234,-0.00067753845587223,0.01999376971237867,
2005-01-25,0.003996329851615,0.0055850121085368,0.0063589999985735,0.0076009530019953,0.0086227816547987,-0.0011149389544116,0.0146136575708241,-0.0012294519448407,,0.0,0.0051528589144009,0.0027404694728476,0.008969742841267937,-0.005228077624189512,-0.007785708833247838,0.01394015626178579,0.0168617100063475,,-0.011544465430608601,-0.02589855672317741,-0.0013563747417891937,-0.04110639319695296,
2005-01-26,0.0048324196329387,0.0128579036683134,0.0008049085036372,-0.0046945903173961,-0.0005720202974374,0.0087987185315353,0.0029124172954955,-0.0098358618760579,,0.0136268731511118,0.0040793802299834,0.0,-0.00824913289464808,0.008218507799413527,0.00949705250386066,-0.00917478998508247,-0.01747658027773753,,0.011544465430608544,0.018272831413911863,0.008110868898132478,-0.04509861235371142,
2005-01-27,0.0004088379957149,0.0005179557611957,0.0012988620325074,0.0005432728534383,0.0029801865340486,-0.003104230736714,0.0003838511381275,-0.0130212534275037,,-0.0205938085220204,0.0013088435497802,0.0122037126144295,0.0015593747633049432,-0.002834013929793513,0.004716366182193624,-0.002136764824839985,0.001229284603634416,,-0.0014064843302936815,0.0022057013787471023,0.006709176889115054,-0.014992770651808117,
2005-01-28,-0.0027196826787088,-0.0055450173248757,-0.0042535007201695,-0.0034686933633148,-0.0054239974990533,-0.0018294589101567,0.0015506024246573,-0.0100166422442823,,-0.0025834424135685,-0.0035597580301312,-0.0016576784840255,0.0005991618495789264,0.0003000568924160849,-0.001171721974761238,-0.0011673813575830904,-0.03457957191888577,,-0.0011735713454103102,-0.003384133360735269,-0.022313294222149272,0.0,
2005-01-31,0.0084246930228269,0.012971582732258,0.0040268096635394,0.012544132929898,0.0111356805434824,0.0059018371238774,0.0052339381221065,-0.0181672110872828,,0.0158533091123394,0.0067917132606466,0.0020472095677284,0.00143637941708721,0.0005349070355444225,-0.002433611513037006,0.008433095191402805,0.02138895643731549,,-0.009438484686572662,-0.007099550517998185,0.0003418786316899494,-0.03223610553385365,
2005-02-01,0.0068672671586302,0.0030452077681047,0.0110469721311808,0.0058865187090849,0.0064919144642066,-0.0002801207196234,-0.0105078568111637,-0.0024294565179472,,-0.0083299450733908,0.0071451303527849,0.0049545676641022,-0.0017958883005682426,-0.0009913801733909024,-0.000470950936592447,0.00038603470793689454,-0.022661520209823205,,-0.0023736066899486446,-0.002526596966253137,-0.00823620563997052,-0.06360291989818179,
2005-02-02,0.0031729290996995,0.0030697301008207,0.0020361628639188,0.0038104779694439,0.0031783572911246,0.0019954127995343,-0.0016554814445523,0.0520869444490504,,0.018706702944184,0.0036395842104053,0.0042547167714019,0.0008384704032099346,-0.000534522995774739,0.0007348067277446095,0.00019299828488700895,-0.009167537105463598,,0.0007127172477059986,0.0029717676519085837,-0.01213391454723391,-0.031239339953772597,
2005-02-03,-0.0027694655050197,-0.008430454374126,-0.0016083042043782,-0.0034203826888588,-0.0057812652744895,-0.0015607703864126,-0.0029898830884126,-0.0081714135428358,,0.0108734069136076,-2.1517584879644548e-05,0.0014463759440003,0.005373522791686349,-0.004615622727806629,-0.0012242814019166118,0.007687866154124884,-0.0051534978850783595,,-0.010743806184447827,-0.010889934794010233,-0.002094987424702752,0.011087543477837037,
2005-02-04,0.010982520503199,0.0140050166401001,0.0067413189513893,0.0133722405193018,0.0073717216880324,-0.002545015604619,0.0051541483263638,0.0212622226984547,,0.0339122723172047,0.005851437698287,0.0025261349140688,0.0049892972045208215,-0.008833744952873195,-0.0048448400618679496,-0.00402876486355692,0.0006456210102310351,,-0.006260569652338799,-0.006319584299189585,-0.008776638837476328,-0.05044547082673333,
2005-02-07,-0.0010895591835757,-0.0022212660482013,0.0077207615324761,0.0062190559703182,0.0060176916200518,0.012201233627581,0.0153274568180039,0.0,,0.0,0.0014522629962366,0.0066576612256196,0.007672840862171484,-0.007327903890523666,-0.008190094056728678,0.007469141082379339,-0.026156695759103937,,-0.0009666358740457591,-0.012148960853593778,0.010871626262179197,0.04534338315333743,
2005-02-08,0.0004825901045292,0.0022308600577954,0.0031478168243585,0.0011536254194498,-0.0002837949660526,-0.0008204041423947,0.0036634432465304,0.0,,0.0,0.0022169204306841,-0.0025093515754382,0.0007052728493703425,0.0004596755694005537,-0.0022085659358356325,0.008454896657233464,0.0026467317210334697,,-0.0024207225213019076,0.0003055079523209587,-0.0003489153819955338,-0.011144492642707634,
2005-02-09,-0.0086122584574736,-0.0164913070672945,-0.0010214598883567,-0.0041813690736965,-0.0028048710722317,-0.0014875670989373,0.0,0.0,,0.0223657633948925,0.0010533926120643,-0.0016764061393936,-0.000940534202309064,0.0033641410418626602,0.0028404669108131357,-0.0011358519837546825,0.0013206596282428307,,0.000726802680010411,0.0051797678964965845,-0.0020957192922056093,0.03390151879036072,
2005-02-10,0.0042026177646532,0.0002679472491766,0.0019218651315208,-0.0025623779756673,0.0001889171094904,0.0069666566817591,0.0,0.0,,0.0038687702341256,0.0099266153226563,0.0006708529513603,-0.005661677478436793,0.004906587234685771,0.004789493730782452,0.0021758994559996424,0.0354401703405796,,0.010360334276062866,0.05541788823677619,0.027588012661351986,-0.041690407168732645,
2005-02-11,0.0069017502051706,0.0114098979083081,0.0088011946732813,0.0104905974490715,0.0116137990770106,0.0,0.0,0.0,,0.0096069456263049,0.0065179904335523,-0.0001437497432905,0.00035478421741192665,-0.0014796398456874032,0.0009532906211967976,-0.00066171666568426,0.0012731038078421684,,0.007878727026962795,0.03461535982819104,-0.0017021670291690126,-0.006974738113005338,
2005-02-14,0.0006966508245472,0.0030051207060523,-0.0004759846659368,-0.0003190951659115,-0.0011558036963092,0.0067835539882464,0.0123176697181498,0.0,,-0.0052252811407674,0.0027894516058058,-0.0057900598721438,-0.007239106137467875,0.008988718780747315,0.00920466089647065,-0.00616555456183503,0.0059196533078800994,,0.012525244377913667,0.018164799149247984,0.0013619166608270282,0.007843190497911937,
2005-02-15,0.0032943342621278,0.0030200731562405,0.0033859266168159,0.003556926515206,0.0045607058960071,0.0012277358041813,-0.0015278869477576,0.0,,0.0029355333262881,-0.0015870571278788,-0.0013020835172983,-0.004416632147417298,0.0033785982228849926,0.004293067959698691,-0.005246808300452352,-0.0038014894983430816,,0.00023483880738574958,0.0027236814405314515,0.0118384898968801,-0.021940326334595542,
2005-02-16,0.0001817594236472,-0.000852373894053,-0.0011273044332655,-0.0075842399308081,-0.005331192845997,-0.0038549789096677,0.0014037295821088,0.0077523355811081,,-0.0085293191723547,0.0072463679978193,0.0016634465656955,0.0009566165225757831,0.00046878050907379134,-0.005877054453765101,0.008855938246294555,0.022388287500324067,,-0.0009396145848734059,-0.014382826781785549,-0.007424966555805099,-0.015199225984648792,
2005-02-17,-0.0079549220708654,-0.0125773120963464,0.0008307533147828,0.0002083106804863,-0.0008784106219737,-0.0016355795831123,-0.0034070284791515,-0.0021494776122652,,0.0264438035888583,-0.0021080968095708,0.0036543946741783,-0.002393167936164512,0.003979980585949364,0.00572546069355204,0.0,-0.016481042553404657,,0.004221366068725881,0.01601343009715915,0.018460020071482317,0.058608817479665176,
2005-02-18,0.0006992897479059,-0.0013203870731294,-3.94888634939464e-05,-0.0023392804881459,0.0058547583824188,0.0066601738217113,0.008558016968999,-0.013542093712826,,-0.0124428221499399,0.0040979200312424,-0.0007922225220777,0.00023953813214750897,-0.0004575228178914976,-0.00026531292846468325,0.0014210025227635273,0.016894709150186704,,-0.0004681219441331674,0.006496211245629986,-0.006003983116471746,-0.05142746514106082,
2005-02-21,0.0,0.0,0.0007115258997557,-0.0014072089404349,-0.0015897142899814,-0.0007807929202164,0.0016865732924704,0.0200608245916933,,0.0036187993007499,0.0024300595146035,0.0011042266885698,0.0007184529482818613,-0.0003789804395113189,0.0012133084060504252,-0.0018003019245011638,,,,,,,
2005-02-22,-0.0146119599796052,-0.0138425226848284,-0.005528195648268,-0.006945157833646,-0.0050567497129734,-0.0045860281322255,-0.0014985274812396,0.0191211073231795,,-0.0042169748831144,-0.0043264817016438,-0.00358118285156,-0.013738458354554691,0.014965235686048501,0.007558769441574586,-0.011542065950445594,,,,,,,
2005-02-23,0.0055916998328576,0.0004579774518193,-0.0088610759563471,-0.0029071119569032,-0.0063011859960178,-0.0084450012152905,-0.0094536448093049,0.0001512155796321,,0.01698286951297,0.0036446334083605,-0.0082441347860014,0.003270905291641417,-0.004379800060503592,-0.002519583301148438,0.007836428383324531,0.0003908648041561381,,0.0009201608638491627,-0.01016190221959736,0.005347617192857693,-0.05877131583381154,
2005-02-24,0.0078627777259957,0.0100173268952501,-0.0032929576536384,-0.0014788520430267,0.0001206760339167,0.0026894427449736,0.0073500652577685,0.0003619108915727,,0.0445125068804695,-0.0018620630450136,-0.0054284508382064,0.0024160068672957674,-0.0015171949149544136,0.0005721846591514727,0.004274496574585571,0.004290202094037515,,-0.0009201608638492338,-0.008096109891479243,-0.011398017943387078,-0.06847420852160328,
2005-02-25,0.0092637776022718,0.006655170982001,0.0069546437444972,0.0102509751316221,0.0142035443621249,0.0109619809029487,0.0068169296165423,0.0019035831447768,,-0.0003869084306369,0.0086293397303825,0.0081678986936824,-0.002657891985042105,0.004770521610753075,0.0063336887329342685,-0.0024675170426845298,0.0019440575286839,,0.0009201608638491627,-0.012268440821698123,0.004037638558384941,-0.006938442888538856,
2005-02-28,-0.0064349010026694,-0.0066454134959864,-0.0076789657730024,0.0004253523295367,-0.0018383543866804,0.0070388032530425,0.002698871038002,-0.0049204013467211,,-0.0101125251844975,-0.0075324122298307,0.0101887614836165,-0.0018163293800524671,-0.002196509479546146,-0.00021104108920375221,-0.006769336006838026,0.005036785489511031,,0.0036722697103608484,0.009283386285222801,0.007360379385002176,0.050074114250371005,
2005-03-01,0.0056421279380936,0.00947383828146,0.0064199237451525,0.0075863574816414,0.006884359490272,0.0033953047852555,-0.0094987155355782,-0.0019859357487566,,-0.0146416548244155,0.0061558528625989,0.0028955589539231,0.0031461123331166757,-0.0034174112177285413,-0.0002686791256552595,-0.0007656410814279813,-0.0013535667660278838,,-0.008281634930857266,-0.0178233552537256,-0.023951254684626853,-0.00331674947862314,
2005-03-02,-0.0002727366181043,-0.0018121418429263,-0.0015410719155693,0.0022353894193023,0.0019069422684811,0.0028125261964096,-0.0150741346580237,-0.0123219518999246,,0.0168071183163811,0.0073842246229983,0.0015758796378123,0.0037383847076354147,-0.0027359193185723185,-0.0029122633503357227,0.003058980538721095,0.02616398529902489,,-0.00023104102131395562,0.010732088052821281,0.00849914883433841,0.03749420759593359,
2005-03-03,0.0003222529289739,-0.0044112133731084,0.0043966657936516,-0.0045992657074081,-0.0003372381203833,0.0036121452970673,0.0029982085177456,0.0053366519067069,,0.0164595401876049,0.0060429075427938,0.003263236069235,0.002404388601326762,-0.0022831632651403493,-0.003246979611145185,0.004951017240068481,0.009754353517626975,,-0.006723090022774102,-0.010732088052821198,-0.0013549963021215112,0.03382157207765901,
2005-03-04,0.0095783618669199,0.0059143671929628,0.004278145402512,0.0114247461513517,0.0074157679152981,0.0013982460334617,-0.0116997290107353,-0.0051315868366991,,0.0182844461384487,0.0068430267631492,0.0036079859816915,-0.008925374232535869,0.01069914804598416,0.008560380610448459,-0.004760100340328512,0.0039124239465288015,,0.009952676253323852,0.01646351974946476,0.011459484959552345,-0.07965614356523612,
2005-03-07,0.0026068694206831,0.0094212189741182,-0.0018084387847141,0.0010325409039351,0.0040050694468018,0.0043961450179282,0.0029938811110692,0.0046679411536816,,0.0087977107035291,-0.0041487935171071,0.0042559293481372,0.0030242567927846052,-0.0018924774333220194,-0.004375486196084039,0.002858734806509726,0.0020432924768960833,,0.0018407455306486244,0.0013598355042609936,0.0016742392658227587,0.026447876356378408,
2005-03-08,-0.0048103405278269,-0.0080023829308178,-0.003247687737204,-0.0071595347200739,-0.005521573509529,-0.0032294466600609,0.0079382144267674,0.0187845404012423,,-0.014843969117509,0.0017383245730572,0.0010611582011955,-0.009831936184750931,0.009792271703492937,0.0071296888021453834,-0.004960390338031698,0.012905797969300798,,0.012110253948673884,0.01924555040051587,0.002005282615680032,0.011354492670246309,
2005-03-09,-0.0102373453223188,-0.0059301184245449,-0.0029578925707899,-0.0047650942550535,-0.0045853322054407,0.0066891847737475,0.0042956885727265,-0.0011232985165343,,-0.0176245111243725,-0.0109857944534936,-0.0002593132816481,-0.004278548207851952,0.0018710235849407507,-0.003061803016587362,-0.005369631788365633,0.0032918885647288845,,0.004079829600575048,0.013504804329209481,0.0030005234018532717,0.02390553659874923,
2005-03-10,0.0018540975449818,-0.0007619823449211,-0.0068285697113087,-0.0087039920865981,-0.0070278715426437,-0.0085416748988861,-0.0061480706893478,-0.0234799116138492,,0.0018570107472126,-0.0122750086305439,-0.0062194530337929,-0.00073526424532636,0.004545208970067141,0.0005769365265202432,-0.0007694703670550581,-0.022713551961475113,,0.0015820586287273724,-0.014838638336841974,-0.004671326166466938,-0.0166736726337732,
2005-03-11,-0.0076121481011109,-0.0088362347993632,0.0040224505890918,0.0052448066217106,0.0027128597920279,0.0049586035041224,0.0025163252648347,0.002878695514463,,-0.017372704854475,0.0016317224924688,-0.0027793766977918,-0.001840622985385571,0.002596827034732675,0.0013475737356070862,0.0014422532603225917,0.016486422860783726,,0.0076491360895286605,0.0057230134984928025,-0.009408710807143773,0.02451688001445352,
2005-03-14,0.00560886609169,0.0046131984168683,-0.0014261378895468,0.0015604343513703,-0.0001555702191329,-0.0061949567921315,0.0011454097426637,0.0027552107109649,,0.000854487893342,0.0024733610145794,0.0070402424173933,0.006732420971182284,-0.008037863734853724,-0.00656672475415449,0.008133612281182725,0.009508216681013183,,-0.011495688408261118,-0.020785157708628633,-0.004059493269297756,-0.0325554624760165,
2005-03-15,-0.0075522539304401,-0.0078610193882285,0.0050525800845023,0.0046579548751899,0.0071841065997586,-0.0024637533145866,-0.0064998721563947,-0.0190090313157314,,-0.0183530929488041,-0.0006281266713759,-0.0019151663279151,0.0018282840396788187,-0.004121251799079319,-0.00030607387421859944,-0.0037236820357437776,0.0018181545757828244,,-0.0004535424273465458,-0.0004066218671759492,0.013802572088144132,0.059532006263952414,
2005-03-16,-0.0081147002261485,-0.0094946466556805,-0.0125985477302736,-0.0180715247987856,-0.0144102975174383,0.004396837606561,0.0011406835136866,-0.0107379146882579,,0.0086258768172047,0.0003398024723433,0.0044865362367602,-0.006107261968185004,0.007548567936771639,0.007335318074529907,-0.0033536031861075366,0.02529055730017778,,0.0063306073761848596,0.006485678124855518,0.006996579196797613,0.02552692363821792,
2005-03-17,0.0017996327677856,0.0003323490548153,-0.0031441144176128,0.0015791388965741,0.0031472952194781,-0.0082609468510176,-0.001050924437588,-0.0096949167580992,,0.0092644591597389,0.006731466569459,-0.0028312590346632,0.0026917132676831193,-0.002384281415004943,-0.0010979353317438834,0.003257921010255452,-0.0010632210512359934,,-0.01133284989913379,-0.005401763400816376,0.0,-0.014936783398083959,
2005-03-18,-0.0004705625853757,-0.0042890494952075,0.0002437091533279,0.0026056068192399,0.0046270826422863,0.0088191825250803,0.0007509041456623,-0.0130093421157709,,-0.0177091141790899,-0.0024061978373281,0.0039380338135628,0.0035372474140271575,-0.004272098505457066,-0.001231435340813808,0.0017205156893154614,0.005657718186832747,,0.0013666871966408734,-0.0010839147240391787,0.0009955271725945163,-0.011350830670274845,
2005-03-21,-0.0049464336027395,-0.0001394811316333,0.0020696776145842,-0.0071479795042485,-0.004396475434447,0.0,0.0004323141281649,0.0029637133904158,,-0.0066177246823053,-0.0062834065268436,0.0040631386267013,0.009090421061695319,-0.012155429134461814,-0.014052726987247645,0.004763728562378192,-0.0017646429263106901,,-0.01884242728318026,-0.03869485550898939,-0.012347955690128464,0.03514375225307501,
2005-03-22,-0.010248546209256,-0.0090922447582206,0.0007699082040732,0.0056469774064844,0.0035098095134482,-0.0031903067110697,-0.0041925570473221,-0.0197909165889823,,-0.0293567140202287,-0.0047980955852113,-0.0076704686050249,0.005774839955022102,-0.006402003505070992,-0.005502171682629933,0.0037000127042580693,-0.010475021028531172,,0.0004637794398261294,-0.0038116725543827184,0.00635987205080632,0.047354672129885644,
2005-03-23,0.0006996454255908,0.000442262416545,-0.0054631985234596,-0.0008080089532004,-0.0036561350934518,-0.0087231134973927,-0.0126268200221729,-0.0043784945882619,,-0.0139978830055638,-0.0101579772138886,-0.0149920717048621,0.007648213516381114,-0.006452244780691129,-0.00798180483990603,0.0029313546105871713,-0.040427890768154694,,-0.01424420017421023,-0.013241445332933434,-0.03497213467066143,-0.014825547340254387,
2005-03-24,-0.0009471067214324,0.0004220189973633,0.0024611465354455,0.0060964306337963,0.011318510974718,0.0005833155942592,-0.0004787185570662,0.00543022104186,,0.0171486733091026,-0.0017398484808314,-0.0082819963850668,0.0015463900725278558,-0.004705412382513888,-0.0011778150163217012,0.004803800529159423,0.018960508454093652,,-0.0011766091147683692,-0.006326426240312722,0.00860141449773276,-0.046587778998605334,
2005-03-25,0.0,0.0,0.0,0.0,0.0,0.0012872625409421,0.0,-0.0021194438233789,,0.0,0.0,0.0,,0.0018639365279674788,0.0017766160751301703,-0.000563939848933431,,,,,,,
2005-03-28,0.0024384931401663,0.0007329894086396,0.0,0.0,0.0,0.0026493172397932,0.0,-0.0045898472489538,,-0.0168058488128395,-0.0053324223801445,0.0,,-0.004717816450333636,-0.002896989624599827,0.008239721334304978,,,,,,,
2005-03-29,-0.0076251791810114,-0.0093990277116531,-0.0007112737179407,0.0019067450714592,0.0008185932167532,-0.0164571518469644,-0.0137156333665443,-0.0042545484973528,,-0.015931544855035,-0.0092172406043812,-0.0099125701569761,-0.003551596575961454,0.003319567927657984,0.004976786030182218,0.0008389241058101726,0.003324722442038657,,0.00023478367106829806,0.014653363330124573,0.010895601302697833,0.052419916424162626,
2005-03-30,0.0136786297313708,0.0159770400734069,-0.0037271659028749,-0.0010046928416089,-0.0041834706363821,-0.0029302333783546,0.0010336321413598,-0.018959890752032,,0.0240109409389813,0.0094175299588067,-9.770632473207572e-05,-0.00035583630276756764,-0.001771009313603442,0.0009569739822802622,0.001861649496746572,-0.004435377093146508,,,,,-0.06045206295113739,
2005-03-31,-0.0006943847521812,-0.0032160947780185,-0.0012864174484759,0.0002874789141102,0.0007795794304627,0.0088721103830071,0.0067647613267438,0.0073600049618825,,0.0053126479016794,0.0134161929620084,0.0035587737620509,-0.002732444337671723,0.00401181096450668,0.006422544939823843,-0.003633482294177305,0.025780745977507683,,,,,0.027478236671599036,
2005-04-01,-0.0065178809492633,-0.0072388754641703,0.0039965996371355,0.0056773632379212,0.0030192119181054,0.0046749684647211,-0.0018905556951874,0.03520826311207,,0.0061066032230167,0.0027218570385698,0.0069107102907845,0.004391991762594943,-0.004476570065356794,-0.002867904511832679,0.0048417623922689485,0.03319731310266735,,-0.006552839480159439,-0.028349718496892495,-0.010994611357403816,0.004980422482900761,
2005-04-04,0.0027244773167244,0.0031489345051999,-0.0035267253659854,-0.0073758094009109,-0.0068270417309885,-0.0047958226495238,0.0016338269233879,-0.0169785394831204,,-0.0138021408427344,-0.0007991093863059,-0.0042377564183201,0.004136859230060523,-0.004585105660243513,-0.004136440592494725,0.005742306324204884,-0.004550272796976157,,-0.004706998638190712,0.004282691819163114,0.009004626099853832,0.001418404792741956,
2005-04-05,0.0044708427855694,0.0041349401821766,0.0093906350011321,0.0048758659472471,0.0087515878727593,0.009109372455279,0.0,-0.0093724238042355,,-0.0140721170457662,-0.0012260553483901,0.0028110564888107,-0.0014163731765680365,0.0006170074925245999,0.0019156769928698077,-9.237715492044945e-05,-0.017160923796029962,,0.0014144417912904728,0.002702904182732065,-0.006328098733762082,-0.030948807030272266,
2005-04-06,0.0022658872536414,-9.000047143368019e-05,0.0009099825888782,0.0037910616182422,0.0046492958148412,0.004478591790137,0.0036083806989403,0.0192168479944643,,-0.0132605890310124,0.0055878346022099,-0.0032722146486887,0.00023617152109212832,0.0007074252837870988,-0.00022564602209124436,0.003779711048567673,-0.003396239611648935,,0.00610618638661952,0.010879674959526997,0.01722468715046351,-0.03951320488790689,
2005-04-07,0.0059532330669583,0.0097812459726739,0.0059651335534049,0.0023583537610054,0.0042228520918524,-0.0013681209510868,0.0029516252048464,0.0087029019405446,,0.0235766549949115,-0.0049330208658035,0.0021584163641538,0.002241256473274712,-0.0013244327763116796,-0.004687723100776772,-0.0008284988615462107,-0.031650475259717356,,-0.0014058252062877374,-0.006343867814248645,-0.0006570609436977423,-0.06438641862608348,
2005-04-08,-0.0083800144915918,-0.0096762258584778,0.0013453263709738,0.0025392282310879,-1.9416032055059736e-05,0.0053838232627182,0.0047211172450592,0.0186212822307454,,-0.0162094250852399,-0.0001766519229644,0.009091786356057,-0.004724250153083216,0.00658801109986671,0.008359520434915647,-0.003967642351709242,-0.014707533347442023,,0.0009374125348864964,0.012647677946524652,0.001313612194793349,0.023247537056263562,
2005-04-11,8.474198803386038e-06,-0.0036227196642154,-0.00208906184743,-0.001043640435683,-0.0016185382283068,-0.0109322190996731,-0.0004969536586323,-0.0060646671475793,,0.0005793183516274,0.0020760462519905,-0.0079295439547552,-0.0036766636876708163,0.0027848094449227055,0.00205825869446552,-0.0039835180861924864,0.007287697284584631,,0.003974317813443347,0.012489775798462745,0.012070014103662331,-0.05204429356820298,
