date,strategy,benchmark
2018-02-28,-0.02373304270116492,-0.019148425978423242
2018-03-31,-0.07914275829425198,-0.04606021730802092
2018-04-30,0.039608997199893504,0.04802695009139314
2018-05-31,-0.0067464294211459054,0.005420553651406088
2018-06-30,0.0104856970699993,-0.003559115352049468
2018-07-31,0.032906379920672156,0.021499531640846663
2018-08-31,0.06269194721224869,-0.0020844667775412793
2018-09-30,0.01093072970682184,-0.00978650028303067
2018-10-31,-0.11446018891911351,-0.032966791863490975
2018-11-30,-0.05831008238778664,-0.024524925214984943
2018-12-31,0.0021428385715293154,-0.029554701060955563
2019-01-31,0.004195835866758246,0.03365410595161768
2019-02-28,-0.016335259928515332,0.025787977547136656
2019-03-31,0.0454369192412993,0.022035586849327337
2019-04-30,0.04302650061906431,0.03816937912858895
2019-05-31,-0.04767974053039398,-0.010243566043237248
2019-06-30,0.019455365825343674,0.043040245056873455
2019-07-31,-0.02148071491498398,-0.0007577401329193754
2019-08-31,0.01955021460882782,-0.005170155733763002
2019-09-30,-0.037891804677652755,0.01109110148713279
2019-10-31,0.018251844231616042,0.03837120358111988
2019-11-30,-0.0201440839216105,0.0029923416695599963
2019-12-31,0.016352799710773858,0.032834671436238694
2020-01-31,0.016480465711010705,0.028812853583735483
2020-02-29,-0.009634783063446273,-0.01835016810272921
2020-03-31,-0.09560964300884042,-0.13974165698931987
2020-04-30,0.1261266923213392,0.11148522479473161
2020-05-31,0.03794368092482057,0.061434996497482054
2020-06-30,0.09473524660674094,0.05130663301983759
2020-07-31,0.10017380458689547,0.07330268204564805
2020-08-31,0.20426956006443325,0.07853859453475105
2020-09-30,-0.08233984776205701,-0.037338301809527845
2020-10-31,0.010570419523834673,0.008732572511882229
2020-11-30,0.1278501035681886,0.10252181184601691
2020-12-31,0.12197986924621382,0.06781832556191493
2021-01-31,0.1372299068537938,0.030001615608391964
2021-02-28,-0.0012885850183368519,0.03196418044477802
2021-03-31,0.051088110974637765,0.024138090658656616
2021-04-30,0.10773946487262798,0.038375668204071706
2021-05-31,-0.025336483040701165,0.013663485537055507
2021-06-30,0.019266688123139586,0.010922695169008982
2021-07-31,0.03336265002688956,0.008659452378228686
2021-08-31,0.07713905793679307,0.03674475450790852
2021-09-30,-0.011463976615874527,-0.007936454311789597
2021-10-31,0.1568105683260001,0.054634565812647216
2021-11-30,-0.020322162408565082,-0.0014602112089290614
2021-12-31,-0.014209911146530507,0.00693247154038059
2022-01-31,-0.053108549391567214,-0.013115505178643707
2022-02-28,0.01977091812456653,-0.0025862115283326577
2022-03-31,0.06904535178889994,0.02525524907271133
2022-04-30,-0.08894231245445594,-0.04298735826489128
2022-05-31,-0.033396898119563936,-0.019813637664972475
2022-06-30,-0.0310216017324103,-0.06961541160529898
2022-07-31,-0.03626018391676651,0.059723833066169095
2022-08-31,0.005985470450944242,-0.023177725355683347
2022-09-30,-0.013317278672261923,-0.053247460104917044
2022-10-31,-0.005086667719239757,0.026930621629940626
2022-11-30,-0.05431522499992184,0.032579825158966805
2022-12-31,-0.024520652449478077,-0.03562869599617087
2023-01-31,-0.029335400802420253,0.06735880503732534
2023-02-28,-0.016262808488264245,-0.001179590597971884
2023-03-31,-0.018120081902738693,0.03418542093602972
2023-04-30,0.018293895132156502,0.015554055388929764
2023-05-31,0.03949251229973971,0.019140783298674385
2023-06-30,0.06676704162548748,0.034308466058100465
2023-07-31,0.02539017242839764,0.03410951934511105
2023-08-31,-0.03448354443313735,-0.02234847009463579
2023-09-30,-0.04144904072867926,-0.009104041417906352
2023-10-31,0.023768994882976725,-0.011466046371496216
2023-11-30,0.08460163285332592,0.050217458085901466
2023-12-31,0.05632488550937801,0.031034504010917157
2024-01-31,0.01643025442306174,0.004248567151291048
2024-02-29,0.17704656400495633,0.054403624843029
2024-03-31,0.05772689926644174,0.029017860159270444
2024-04-30,-0.057654288258093135,-0.0026755491749575902
2024-05-31,0.07846678919428476,0.026903609992856167
2024-06-30,0.019776606114761897,0.020541840004943517
2024-07-31,-0.02901569168282885,0.014309402389760199
2024-08-31,-0.022375896691784324,-0.004899220000676803
2024-09-30,0.025676807588166685,0.030898929195290026
2024-10-31,0.02196671616827106,-0.0036633839473951928
2024-11-30,0.1090083154873158,0.025984858012067687
2024-12-31,0.0013412391684299529,0.002896371077054554
